,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,median_dwell,bucketed_dwell_times,popularity_by_hour,popularity_by_day,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,tier1,normalized_tier1,tier2,normalized_tier2,weekly_minutes_open,weekly_days_open,geometry,dist_to_charger
881,Lee's Marketplace Pharmacy Logan,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,41.758907,-111.820276,555 E 1400 N,Logan,UT,84341,"{'Mon': [['9:00', '21:00']], 'Tue': [['9:00', '21:00']], 'Wed': [['9:00', '21:00']], 'Thu': [['9:00', '21:00']], 'Fri': [['9:00', '21:00']], 'Sat': [['9:00', '21:00']], 'Sun': []}",,27,19,"[0,0,0,0,0,0,1,3,1,0,1,0,1,0,1,2,1,1,1,2,3,2,1,1,2,1,0,1,1,0]",490050004011,"{""490050004012"":6,""490050005022"":4,""490050002011"":4,""490050007023"":4,""490050004021"":4,""490050006004"":4,""490050005021"":4,""490111251031"":4,""490050013001"":4}","{""490050007012"":6,""490050004012"":5,""490050004022"":4,""490050006001"":4,""490050004021"":4}",2410.0,14.0,"{'<5': 0, '5-10': 11, '11-20': 4, '21-60': 5, '61-120': 1, '121-240': 0, '>240': 6}","[2,2,2,2,4,3,3,6,5,4,8,5,3,2,1,2,2,4,2,2,2,2,3,3]","{""Monday"":4,""Tuesday"":2,""Wednesday"":3,""Thursday"":5,""Friday"":7,""Saturday"":4,""Sunday"":2}","{""android"":17,""ios"":0}",247.7398592277005,1.7491598526093125e-06,4.031005646802436e-06,8.913862376567767e-05,0.0001465630954125751,7,64.2288523923668,12,110.10660410120022,4320.0,6.0,POINT (-111.820276 41.75890700000001),574.2637001083648
882,Vintage Treasures,,Used Merchandise Stores,Used Merchandise Stores,453310.0,41.721903,-111.83593,530 S Main St,Logan,UT,84321,"{'Mon': [['10:30', '18:00']], 'Tue': [['10:30', '18:00']], 'Wed': [['10:30', '18:00']], 'Thu': [['10:30', '18:00']], 'Fri': [['10:30', '18:00']], 'Sat': [['10:30', '18:00']], 'Sun': []}","Antiques,Vintage",127,106,"[31,15,2,1,5,2,6,4,3,0,2,2,8,0,1,7,1,7,4,2,3,5,4,1,2,3,3,1,2,0]",490050010023,"{""160119506004"":4,""490050012012"":4,""490050009002"":4,""340270411003"":4,""490050006006"":4,""490050007022"":4,""490050008004"":4,""490050003002"":4,""160719601002"":4,""490050002023"":4,""490039601001"":4,""490050003003"":4,""490399724004"":4,""490050013001"":4,""160199704022"":4,""490050013002"":4,""490050004021"":4,""490050011011"":4,""490050007011"":4,""160419702003"":4}","{""490050007022"":5,""490050013002"":5,""490050013003"":4,""490211104004"":4,""490039608023"":4,""490050003002"":4,""490050008001"":4,""490050011011"":4,""490351121005"":4,""320030059051"":4,""490050013001"":4,""490050012011"":4,""490050005011"":4,""490050006005"":4,""490050006003"":4,""490050005021"":4,""490050011013"":4,""490050008004"":4,""490050004012"":4,""160079501001"":4,""530610519171"":4,""490050006006"":4,""490050009002"":4,""490050010023"":4,""490050006004"":4}",6435.0,10.0,"{'<5': 7, '5-10': 57, '11-20': 22, '21-60': 22, '61-120': 8, '121-240': 3, '>240': 8}","[4,5,4,4,4,4,3,2,4,7,11,23,26,20,22,20,25,15,12,15,16,10,4,4]","{""Monday"":12,""Tuesday"":14,""Wednesday"":15,""Thursday"":10,""Friday"":43,""Saturday"":29,""Sunday"":4}","{""android"":45,""ios"":62}",1165.2948934043688,8.227529677088248e-06,2.2488768345318856e-05,0.0026592960194317,0.0040311061736232,19,174.335456493567,41,376.19756401243404,2700.0,6.0,POINT (-111.83593 41.721903),1017.1759935509787
883,The Church of Jesus Christ of Latter day Saints,,Religious Organizations,Religious Organizations,813110.0,41.975124,-111.896292,10 S 1600 W,Lewiston,UT,84320,,Churches,44,21,"[0,12,2,0,0,0,1,0,0,7,1,1,0,0,0,1,9,0,3,1,0,0,0,4,0,0,2,0,0,0]",490050001021,"{""490050001021"":6,""160419701002"":4,""490050015002"":4,""490050001012"":4,""160419702001"":4}","{""490050001021"":5,""490050001012"":4}",4422.0,83.5,"{'<5': 0, '5-10': 3, '11-20': 2, '21-60': 10, '61-120': 18, '121-240': 8, '>240': 3}","[0,0,0,0,0,0,0,0,2,2,20,21,17,3,5,5,6,5,9,12,3,0,0,0]","{""Monday"":1,""Tuesday"":4,""Wednesday"":3,""Thursday"":1,""Friday"":0,""Saturday"":13,""Sunday"":22}","{""android"":5,""ios"":14}",403.7242150377341,2.8504827227707312e-06,4.455322030676377e-06,0.0002038018305109868,0.0004572758828542329,29,266.0909599112338,39,357.84646332890065,,,POINT (-111.896292 41.97512400000004),80234.86309562917
884,Temptation Cupcake,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811.0,41.75047,-111.833969,1010 N Main St,Logan,UT,84341,"{'Mon': [['10:00', '18:00']], 'Tue': [['10:00', '18:00']], 'Wed': [['10:00', '18:00']], 'Thu': [['10:00', '18:00']], 'Fri': [['10:00', '18:00']], 'Sat': [['10:00', '18:00']], 'Sun': []}","Bakery,Dessert",68,58,"[1,2,2,2,4,2,4,6,2,1,2,1,1,2,3,3,0,5,4,2,2,1,1,0,3,0,5,2,2,3]",490050006002,"{""490111269023"":6,""490050009002"":5,""490050012021"":4,""490050012011"":4,""490050012013"":4,""490050001021"":4,""490050010012"":4,""490039606021"":4,""490050004021"":4,""490039602005"":4,""490050003004"":4,""490050006003"":4,""490050004034"":4,""160419701004"":4,""490339501001"":4,""160419702002"":4}","{""490050003004"":4,""490351135252"":4,""490050004032"":4,""490050008003"":4,""490039602002"":4,""160419701003"":4,""490111269013"":4,""490039602005"":4,""490050004021"":4,""490050003002"":4,""490111269023"":4,""490050007022"":4,""490050007013"":4,""490050006003"":4,""490050010023"":4,""490050003003"":4}",8416.0,15.5,"{'<5': 1, '5-10': 26, '11-20': 15, '21-60': 20, '61-120': 6, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,3,7,9,7,8,8,11,7,12,10,3,1,0,0,0]","{""Monday"":12,""Tuesday"":9,""Wednesday"":10,""Thursday"":10,""Friday"":13,""Saturday"":11,""Sunday"":3}","{""android"":40,""ios"":16}",623.9374232401345,4.405291480645676e-06,1.230517513234428e-05,0.006335600484487,0.0115215181294476,6,55.0533020506001,26,238.56430888593377,2880.0,6.0,POINT (-111.833969 41.75047),2679.942086303325
885,Juniper Take Out & Restaurant,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,41.740113,-111.833666,35 E 400 N,Logan,UT,84321,"{'Mon': [], 'Tue': [['11:00', '21:30']], 'Wed': [['11:00', '21:30']], 'Thu': [['11:00', '21:30']], 'Fri': [['11:00', '22:00']], 'Sat': [['11:00', '22:00']], 'Sun': []}","Dessert,Salad,Sandwich Shop",454,383,"[23,10,0,5,22,13,23,32,14,0,5,16,13,14,30,21,0,9,14,20,18,27,21,0,7,31,17,20,18,11]",490050008003,"{""490050014022"":12,""490050002022"":10,""490050004021"":9,""490039602003"":9,""490050012022"":8,""490050012021"":7,""490050012013"":7,""490050003004"":7,""490050002012"":7,""490050002011"":6,""490050003002"":6,""490050012011"":6,""490039602002"":6,""490050004034"":6,""490050014011"":6,""490050001012"":6,""490050013002"":6,""490050012012"":5,""490050001013"":5,""490050004031"":5,""490050001011"":5,""490050002024"":5,""160419702003"":5,""490050001021"":5,""490050005022"":5,""490111260011"":5,""490039601002"":5,""490039603006"":4,""160419702001"":4,""160419701002"":4,""490299702001"":4,""490050007022"":4,""060371252002"":4,""490039608022"":4,""490050003003"":4,""490039606013"":4,""490039606012"":4,""490039603001"":4,""490050014013"":4,""490050004011"":4,""490039604001"":4,""160719601003"":4,""490572106002"":4,""490039603002"":4,""490439643081"":4,""490050008003"":4,""490059801001"":4,""490050005012"":4,""490050008004"":4,""490050009001"":4,""490050011011"":4,""490050004012"":4,""490050014012"":4,""490050005021"":4,""490050011022"":4,""490351139031"":4,""160419701001"":4,""490299701003"":4,""490039601003"":4,""490050004022"":4,""490351128122"":4,""490339501001"":4,""490351135214"":4,""490050007011"":4,""490039607021"":4,""490050010011"":4,""490050015002"":4,""160419701004"":4,""490039603005"":4,""490050004033"":4,""160419701003"":4,""490050011023"":4,""160419702004"":4,""490039601001"":4,""490050007012"":4,""490050011012"":4,""490050006005"":4,""490490016021"":4}","{""490050012022"":15,""490050014022"":13,""490050003004"":13,""490050002012"":12,""490050002022"":12,""490050002011"":9,""490050004021"":9,""490050011011"":8,""490050012013"":8,""490050003003"":7,""490039602003"":7,""490050013002"":7,""490050004012"":7,""490050001013"":6,""490050001021"":6,""490050008003"":6,""490050011022"":6,""490050014021"":5,""490039603005"":5,""490039605004"":5,""490050012021"":5,""490050004031"":5,""490050003002"":5,""490050005012"":5,""160459602003"":5,""490050012012"":5,""490050015001"":5,""490050006004"":5,""490050012011"":5,""490050014013"":4,""490039603001"":4,""490039602002"":4,""490050015002"":4,""490050008001"":4,""490039603002"":4,""490050011013"":4,""490050009002"":4,""090138501003"":4,""490050010021"":4,""490050007013"":4,""490050004033"":4,""490050001012"":4,""490050010023"":4,""490050008004"":4,""490050005022"":4,""530199701001"":4,""490572105052"":4,""490351128122"":4,""490039608013"":4,""490039601002"":4,""490039607021"":4,""160419702001"":4,""160419701001"":4,""490039603006"":4,""490050004011"":4,""490050006001"":4,""490050004022"":4,""490050009001"":4,""160419702003"":4,""490039604001"":4,""490050011012"":4,""490050004034"":4,""320030059031"":4,""490050011023"":4,""490050007011"":4,""490050006005"":4,""490039606013"":4,""490050004032"":4,""490050007012"":4,""160079502003"":4,""490339501001"":4,""490050013003"":4,""490050007022"":4,""490050005021"":4,""490299702001"":4,""490050005014"":4}",11626.0,14.0,"{'<5': 23, '5-10': 193, '11-20': 48, '21-60': 166, '61-120': 23, '121-240': 0, '>240': 1}","[1,1,2,1,0,1,0,0,4,14,13,38,77,84,65,47,51,73,50,46,16,5,1,1]","{""Monday"":26,""Tuesday"":83,""Wednesday"":63,""Thursday"":75,""Friday"":130,""Saturday"":77,""Sunday"":0}","{""android"":202,""ios"":180}",4165.6998551620745,2.9411799003134363e-05,8.125658751185965e-05,0.000252263705587141,0.00036817089617175255,24,220.2132082024004,190,1743.35456493567,3210.0,5.0,POINT (-111.833666 41.740113),1985.6924996007192
886,Preston Watts Auto Collision,,Automotive Repair and Maintenance,,8111.0,41.7968,-111.818965,108 S Main St,Hyde Park,UT,84335,"{'Mon': [['8:00', '17:00']], 'Tue': [['8:00', '17:00']], 'Wed': [['8:00', '17:00']], 'Thu': [['8:00', '17:00']], 'Fri': [['8:00', '17:00']], 'Sat': [], 'Sun': []}","Auto Glass,Body Shops,Towing",1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",490050004033,{},{},,19.0,"{'<5': 0, '5-10': 0, '11-20': 1, '21-60': 0, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",9.175550341766684,6.478369824478935e-08,2.1215819193697037e-07,1.1616425625834933e-05,2.3503419747573276e-05,0,0.0,0,0.0,2700.0,5.0,POINT (-111.818965 41.7968),12720.578688719159
887,Cache Valley Heating & Air Conditioning,,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730.0,41.639,-111.933525,39 E Main St Ste B,Wellsville,UT,84339,,HVAC,51,9,"[4,1,0,2,0,2,3,3,1,1,2,3,4,4,1,0,0,2,3,4,2,1,1,1,1,1,2,1,1,0]",490050013002,"{""490050013002"":4}","{""490050013002"":7,""490490005071"":4}",10197.0,52.0,"{'<5': 0, '5-10': 7, '11-20': 9, '21-60': 10, '61-120': 12, '121-240': 7, '>240': 6}","[2,2,1,1,1,1,1,21,16,12,9,9,9,8,9,7,6,5,4,5,3,3,2,2]","{""Monday"":7,""Tuesday"":7,""Wednesday"":12,""Thursday"":10,""Friday"":10,""Saturday"":3,""Sunday"":2}","{""android"":4,""ios"":5}",467.9530674301009,3.3039686104842567e-06,1.909423727432733e-06,0.005207269756994,0.0126928820308611,25,229.3887585441671,35,321.14426196183393,,,POINT (-111.933525 41.639),40582.840063016396
888,Farmers Insurance Group,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,41.754011,-111.836065,40 W Cache Valley Blvd Ste 5C,Logan,UT,84341,"{'Mon': [['8:30', '17:30']], 'Tue': [['8:30', '17:30']], 'Wed': [['8:30', '17:30']], 'Thu': [['8:30', '17:30']], 'Fri': [['8:30', '17:30']], 'Sat': [], 'Sun': []}",,17,3,"[0,0,0,1,0,1,0,0,1,0,1,2,1,2,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0]",490050005022,"{""490050005013"":4}",{},,249.0,"{'<5': 0, '5-10': 0, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 7, '>240': 10}","[0,0,0,0,0,0,0,10,15,15,15,15,8,5,3,3,2,1,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":5,""Wednesday"":4,""Thursday"":2,""Friday"":2,""Saturday"":1,""Sunday"":0}","{""android"":4,""ios"":5}",155.98435581003363,1.101322870161419e-06,6.364745758109111e-07,0.001178999930647,0.0027234860621595,17,155.98435581003363,17,155.98435581003363,2700.0,5.0,POINT (-111.836065 41.754011000000006),2240.158360513849
889,Bowen Ford Mercury,,Automobile Dealers,Used Car Dealers,441120.0,42.110065,-111.874836,801 N State St,Preston,ID,83263,,"Auto Repair,Car Dealers",98,19,"[4,0,1,8,5,6,2,1,1,0,3,7,5,4,6,0,0,4,5,4,5,4,0,1,7,2,4,6,3,0]",160419701002,"{""160419702001"":5,""160419701004"":4,""160419701005"":4}","{""160419701002"":8,""160419702001"":5,""160419701005"":4,""160419701001"":4}",7183.0,184.5,"{'<5': 2, '5-10': 15, '11-20': 3, '21-60': 15, '61-120': 10, '121-240': 17, '>240': 36}","[0,0,0,0,0,0,1,18,37,37,36,40,42,40,47,47,44,33,3,2,1,1,0,0]","{""Monday"":22,""Tuesday"":19,""Wednesday"":19,""Thursday"":17,""Friday"":18,""Saturday"":1,""Sunday"":2}","{""android"":12,""ios"":4}",843.0966438591616,1.0698939909731515e-05,6.794471874641279e-06,0.0014326228693389,0.0029566161829481,63,541.9906996237468,78,671.0361042960675,,,POINT (-111.874836 42.110065),127646.72851406877
890,Cache Valley Mortuary,,Death Care Services,,8122.0,41.808265,-111.836,80 W 4200 N,Hyde Park,UT,84318,"{'Mon': [['9:00', '16:00']], 'Tue': [['9:00', '16:00']], 'Wed': [['9:00', '16:00']], 'Thu': [['9:00', '16:00']], 'Fri': [['9:00', '16:00']], 'Sat': [], 'Sun': []}",,8,7,"[3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0]",490050004032,"{""490050001021"":4}",{},4844.0,9.5,"{'<5': 0, '5-10': 5, '11-20': 0, '21-60': 3, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0]","{""Monday"":1,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":4,""Saturday"":1,""Sunday"":0}","{""android"":4,""ios"":6}",73.40440273413347,5.182695859583148e-07,1.4851073435587923e-06,0.00021571482500134823,0.00042573572454898624,0,0.0,3,27.52665102530005,2100.0,5.0,POINT (-111.836 41.80826499999999),17266.811969520102
891,Triplett Bros,,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110.0,41.758119,-111.830927,155 E 1400 N Ste 104,Logan,UT,84341,,,7,4,"[0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0]",490050004011,"{""490050003002"":4}","{""490050006002"":4}",,371.0,"{'<5': 0, '5-10': 2, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 0, '>240': 5}","[0,0,0,0,0,0,0,3,5,5,6,6,5,4,4,2,0,0,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":1,""Wednesday"":0,""Thursday"":1,""Friday"":2,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",64.22885239236679,4.534858877135255e-07,8.486327677478814e-07,0.0011201792286765,0.0035407182599898,5,45.877751708833415,5,45.877751708833415,,,POINT (-111.830927 41.75811899999999),818.7241150841201
892,Wright Automotive,,Automotive Repair and Maintenance,,8111.0,42.095362,-111.868948,40 S 3rd E,Preston,ID,83263,,Auto Repair,107,16,"[8,4,7,6,5,5,6,7,5,6,5,3,3,4,2,2,2,1,0,0,2,4,1,10,1,3,0,4,1,0]",160419702002,"{""160419702003"":4,""160419701004"":4,""160419702002"":4}","{""490050001012"":5,""160719601003"":4,""490050011022"":4,""160419702002"":4}",2839.0,83.0,"{'<5': 0, '5-10': 16, '11-20': 10, '21-60': 19, '61-120': 18, '121-240': 15, '>240': 29}","[29,28,27,27,27,27,26,25,14,13,13,16,23,22,25,22,23,24,29,27,26,25,25,30]","{""Monday"":13,""Tuesday"":11,""Wednesday"":8,""Thursday"":16,""Friday"":22,""Saturday"":12,""Sunday"":25}","{""android"":10,""ios"":4}",920.523886662554,1.1681495615727266e-05,5.721660526013708e-06,0.0024139331317962,0.005062452687358,62,533.387672645592,81,696.8451852305316,,,POINT (-111.868948 42.09536200000001),122146.98966364563
893,Church of God Ebenezer,,Religious Organizations,Religious Organizations,813110.0,41.640007,-111.832023,340 N 800 E,Hyrum,UT,84319,,Churches,40,18,"[0,1,2,0,0,2,1,1,1,4,1,0,2,0,0,0,7,0,0,3,2,2,2,3,1,0,2,0,2,1]",490050014013,"{""490050014021"":4,""490050004022"":4,""490050014023"":4,""490050014012"":4,""490039607012"":4,""490050012022"":4}","{""490050012022"":4,""490050014021"":4,""490050014011"":4,""490050014023"":4}",8784.0,52.5,"{'<5': 1, '5-10': 8, '11-20': 4, '21-60': 8, '61-120': 13, '121-240': 6, '>240': 0}","[2,2,0,0,0,0,1,2,1,7,13,15,11,1,1,0,2,5,3,6,3,5,3,1]","{""Monday"":2,""Tuesday"":0,""Wednesday"":9,""Thursday"":3,""Friday"":5,""Saturday"":5,""Sunday"":16}","{""android"":9,""ios"":10}",367.0220136706673,2.591347929791574e-06,3.818847454865466e-06,0.00018527439137362435,0.0004157053480493026,19,174.335456493567,27,247.73985922770046,,,POINT (-111.832023 41.640007),29404.978871353393
894,Logan Optical,,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,41.758712,-111.821049,535 E 1400 N Ste 130,Logan,UT,84341,"{'Mon': [['9:00', '18:00']], 'Tue': [['9:00', '18:00']], 'Wed': [['9:00', '18:00']], 'Thu': [['9:00', '18:00']], 'Fri': [['9:00', '18:00']], 'Sat': [['10:00', '13:00']], 'Sun': []}","Opticians,Optometrists",7,6,"[1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0]",490050004011,"{""490050009001"":4}","{""490050004011"":4}",1817.0,24.0,"{'<5': 0, '5-10': 2, '11-20': 0, '21-60': 3, '61-120': 1, '121-240': 0, '>240': 1}","[1,1,0,0,0,0,0,1,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1]","{""Monday"":0,""Tuesday"":0,""Wednesday"":3,""Thursday"":0,""Friday"":2,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":0}",64.22885239236679,4.534858877135255e-07,1.2729491516218222e-06,0.0001083994053518335,0.0002165238640230134,2,18.351100683533367,5,45.877751708833415,2880.0,6.0,POINT (-111.821049 41.75871200000001),775.7890028646084
895,Miller Transportation Inc H Q L W,,Other Miscellaneous Manufacturing,,3399.0,41.735434,-111.861501,1050 W 200 N,Logan,UT,84321,,,193,79,"[10,4,3,4,10,9,14,10,2,1,12,10,7,12,13,3,1,9,9,7,6,4,3,1,12,8,4,2,3,0]",490050003003,"{""490050007011"":5,""490050002011"":5,""490050012022"":4,""300979670003"":4,""490419753004"":4,""320030058382"":4,""490111270041"":4,""490050014011"":4,""490050003004"":4,""490050003003"":4,""160719601003"":4,""490039601002"":4,""490050014012"":4,""410470016012"":4,""040130820271"":4,""280819507004"":4,""490339501002"":4}","{""490050003003"":5,""490039601002"":5,""490050012021"":5,""040050008003"":4,""060990029013"":4,""490050013003"":4,""060710078002"":4,""484230019072"":4,""490039602001"":4,""490050002022"":4,""160079501001"":4,""490050011012"":4,""490039603003"":4,""490339501001"":4,""490419754002"":4,""490351129071"":4}",41914.0,37.0,"{'<5': 12, '5-10': 57, '11-20': 16, '21-60': 20, '61-120': 11, '121-240': 19, '>240': 58}","[6,6,5,4,4,4,6,24,36,40,38,44,52,55,64,53,41,32,24,24,30,28,26,15]","{""Monday"":37,""Tuesday"":37,""Wednesday"":27,""Thursday"":34,""Friday"":40,""Saturday"":12,""Sunday"":6}","{""android"":47,""ios"":29}",1770.88121596097,1.2503253761244343e-05,1.6760497163020657e-05,0.0012343862925559,0.0044358638442621,88,807.4484300754682,108,990.9594369108019,,,POINT (-111.861501 41.73543400000001),6819.001690086054
896,Thomas Petroleum,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,41.734821,-111.862509,1070 W 200 N,Logan,UT,84321,,Fuel,166,92,"[10,1,1,8,3,11,7,6,8,2,8,2,8,9,7,4,1,5,7,5,7,5,4,1,5,6,8,5,1,11]",490050003003,"{""490050004021"":6,""490111254011"":4,""280819507004"":4,""490451308003"":4,""050097901003"":4,""490050012022"":4,""490050004034"":4,""490050005012"":4,""490050007012"":4,""490039602001"":4,""490039603002"":4,""490050003003"":4,""490039604002"":4,""490111271002"":4,""490050008003"":4,""490050003001"":4,""490050001013"":4,""490050014011"":4,""490050013001"":4,""160419701002"":4,""490339501001"":4}","{""490050003003"":8,""490050005012"":4,""490050014013"":4,""490050005013"":4,""481130167014"":4,""490050011011"":4,""490111270021"":4,""490451308003"":4,""490050012022"":4,""490050010012"":4,""490050007012"":4,""490050004012"":4,""490050013002"":4,""490050003004"":4,""490050004034"":4,""160419702001"":4,""490039604001"":4,""490050008003"":4}",12099.0,10.0,"{'<5': 10, '5-10': 82, '11-20': 16, '21-60': 31, '61-120': 18, '121-240': 6, '>240': 3}","[1,2,1,2,2,3,2,40,28,12,11,20,21,30,24,22,14,11,5,7,5,2,1,1]","{""Monday"":26,""Tuesday"":18,""Wednesday"":32,""Thursday"":28,""Friday"":29,""Saturday"":28,""Sunday"":5}","{""android"":49,""ios"":41}",1523.1413567332695,1.0754093908635031e-05,1.951855365820127e-05,0.0004000838730047022,0.0006025211517591077,27,247.73985922770046,58,532.1819198224676,,,POINT (-111.86250900000002 41.73482100000001),7093.814466250159
897,Megaplex Theatres,Megaplex Theatres,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131.0,41.753171,-111.829621,1225 N 200 E,Logan,UT,84341,,,638,496,"[10,26,14,21,30,28,23,32,33,17,4,16,3,27,63,36,22,5,36,19,16,40,55,14,4,11,3,5,6,19]",490050006002,"{""490050002022"":23,""490050007022"":21,""490050004021"":19,""490050004011"":16,""490050004032"":14,""490050004034"":12,""490050002021"":11,""490050002024"":11,""490050004031"":10,""490050005013"":10,""490050012022"":10,""490050013002"":10,""490050002012"":8,""490050005021"":8,""490050004022"":8,""490050002023"":8,""490050003004"":8,""490039603005"":8,""490050002011"":8,""490050006006"":8,""490050001021"":7,""490050006001"":7,""490050008001"":7,""490050004012"":7,""490050003001"":6,""160419701002"":6,""490050010012"":6,""490039603004"":6,""490050008004"":6,""490050012021"":5,""160419701005"":5,""490050005022"":5,""490050011011"":5,""490050001011"":5,""490050007023"":5,""490050003003"":5,""490050001012"":5,""490050005012"":5,""490050010024"":5,""490050010011"":4,""490050001022"":4,""490050012013"":4,""490050012012"":4,""160419702001"":4,""490050008002"":4,""490111259081"":4,""490050008003"":4,""490050012011"":4,""160199714001"":4,""160199704021"":4,""160079501001"":4,""490050011013"":4,""490050007011"":4,""490050006005"":4,""490039602004"":4,""490039601002"":4,""490039606012"":4,""490050014011"":4,""490351130161"":4,""490050007012"":4,""490050014021"":4,""490050005011"":4,""490050011022"":4,""490050001013"":4,""160419702003"":4,""490050011021"":4,""490050004033"":4,""160419702002"":4,""040134226063"":4,""160419701004"":4,""160519602003"":4,""490039602001"":4,""490050005014"":4}","{""490050007022"":28,""490050002022"":20,""490050004011"":19,""490050009001"":11,""490050002024"":11,""490050004021"":11,""490050004032"":11,""490050004031"":10,""490050003003"":10,""490050011011"":10,""490050004012"":10,""490050006001"":9,""490050002021"":9,""490050013002"":9,""490050005021"":8,""490050005022"":8,""490050012022"":8,""490050005012"":7,""490050002012"":7,""160419701005"":7,""490050006006"":7,""490050008001"":7,""490050004034"":7,""490050001011"":7,""490050005013"":7,""490050012021"":6,""490039603005"":6,""490050005011"":6,""160419701002"":6,""490050003004"":6,""490050003001"":6,""490050002011"":5,""490351014003"":5,""160419702003"":5,""490050014022"":5,""490050011013"":4,""490351134101"":4,""490351130161"":4,""490039601002"":4,""490050010021"":4,""490039605003"":4,""490039604002"":4,""490050007023"":4,""490050012012"":4,""160079501001"":4,""490490007072"":4,""490050011021"":4,""490050008002"":4,""490050006004"":4,""490050001012"":4,""490050008004"":4,""490039602001"":4,""490532708011"":4,""490039603006"":4,""490532712002"":4,""490050011012"":4,""490050008003"":4,""300310005024"":4,""490050001022"":4,""490039603001"":4,""490050009002"":4,""490050004022"":4,""160419702001"":4,""490050006002"":4,""490351135272"":4,""490050013001"":4,""490050006005"":4,""160419702002"":4,""490050010024"":4,""160199710006"":4,""490111270021"":4,""490039603004"":4,""490050009003"":4,""490050010012"":4,""490050001021"":4,""490050010011"":4,""490050011022"":4,""490490104062"":4,""490050007011"":4,""490050007012"":4,""490050010022"":4,""490050002023"":4,""060650424091"":4}",7002.0,121.0,"{'<5': 8, '5-10': 34, '11-20': 17, '21-60': 68, '61-120': 184, '121-240': 308, '>240': 19}","[23,7,4,2,2,2,2,2,2,2,7,27,53,91,89,99,113,111,177,274,275,235,141,85]","{""Monday"":34,""Tuesday"":93,""Wednesday"":53,""Thursday"":71,""Friday"":151,""Saturday"":169,""Sunday"":67}","{""android"":255,""ios"":246}",5854.001118047144,4.1331999480175606e-05,0.0001052304632007373,0.0387912689244239,0.0532643179161796,511,4688.706224642775,579,5312.64364788291,,,POINT (-111.829621 41.753171),1296.316771784288
